t,x,y,r,θ
1.285,23.43,29.70,37.83,51.7
1.301,24.95,28.45,37.84,48.8
1.318,26.58,26.98,37.87,45.4
1.335,28.27,25.25,37.91,41.8
1.351,29.97,23.26,37.94,37.8
1.368,31.64,20.98,37.96,33.5
1.385,33.20,18.42,37.97,29.0
1.401,34.63,15.65,38.00,24.3
1.418,35.86,12.64,38.02,19.4
1.435,36.88,9.378,38.06,14.3
1.451,37.63,5.991,38.10,9.0
1.468,38.08,2.548,38.16,3.8
1.485,38.20,-1.024,38.21,-1.5
1.502,38.00,-4.566,38.27,-6.9
1.518,37.47,-8.021,38.32,-12.1
1.535,36.67,-11.41,38.41,-17.3
1.552,35.60,-14.67,38.51,-22.4
1.568,34.32,-17.67,38.60,-27.2
1.585,32.85,-20.49,38.71,-32.0
1.602,31.26,-23.05,38.84,-36.4
1.618,29.62,-25.31,38.96,-40.5
1.635,27.95,-27.32,39.08,-44.3
1.652,26.30,-29.08,39.21,-47.9
1.668,24.72,-30.55,39.30,-51.0
1.685,23.26,-31.75,39.36,-53.8
1.702,21.95,-32.76,39.43,-56.2
1.718,20.82,-33.56,39.50,-58.2
1.735,19.88,-34.18,39.54,-59.8
1.752,19.16,-34.60,39.55,-61.0
1.768,18.69,-34.87,39.57,-61.8
1.785,18.44,-35.01,39.57,-62.2
1.802,18.44,-35.01,39.57,-62.2
1.818,18.69,-34.86,39.56,-61.8
1.835,19.18,-34.58,39.54,-61.0
1.852,19.91,-34.13,39.51,-59.7
1.869,20.86,-33.50,39.46,-58.1
1.885,22.01,-32.68,39.40,-56.0
1.902,23.36,-31.64,39.33,-53.6
1.919,24.85,-30.38,39.25,-50.7
1.935,26.47,-28.85,39.16,-47.5
1.952,28.16,-27.07,39.06,-43.9
1.969,29.85,-25.01,38.94,-40.0
1.985,31.52,-22.64,38.81,-35.7
2.002,33.12,-20.03,38.71,-31.2
2.019,34.58,-17.12,38.58,-26.3
2.035,35.84,-14.02,38.49,-21.4
2.052,36.86,-10.76,38.39,-16.3
2.069,37.62,-7.278,38.32,-10.9
2.085,38.08,-3.834,38.27,-5.7
2.102,38.22,-0.285,38.22,-0.4
2.119,38.04,3.190,38.18,4.8
2.135,37.56,6.574,38.13,9.9
2.152,36.80,9.869,38.10,15.0
2.169,35.78,12.94,38.05,19.9
2.186,34.57,15.86,38.04,24.6
2.202,33.17,18.56,38.02,29.2
2.219,31.68,20.97,37.99,33.5
2.236,30.11,23.13,37.96,37.5
2.252,28.49,25.05,37.93,41.3
2.269,26.91,26.71,37.91,44.8
2.286,25.37,28.11,37.87,47.9
2.302,23.95,29.29,37.84,50.7
2.319,22.64,30.27,37.80,53.2
2.336,21.49,31.06,37.77,55.3
2.352,20.53,31.66,37.73,57.0
2.369,19.76,32.10,37.70,58.4
2.386,19.20,32.41,37.67,59.4
2.402,18.88,32.60,37.67,59.9
2.419,18.76,32.65,37.66,60.1
2.436,18.89,32.57,37.65,59.9
2.452,19.24,32.37,37.66,59.3
2.469,19.81,32.04,37.67,58.3
2.486,20.59,31.56,37.68,56.9
2.502,21.59,30.92,37.71,55.1
2.519,22.75,30.10,37.73,52.9
2.536,24.10,29.07,37.76,50.3
2.553,25.56,27.85,37.80,47.4
2.569,27.12,26.37,37.82,44.2
2.586,28.74,24.64,37.86,40.6
2.603,30.38,22.66,37.90,36.7
2.619,31.95,20.43,37.93,32.6
2.636,33.47,17.92,37.97,28.2
2.653,34.82,15.24,38.01,23.6
2.669,36.00,12.23,38.02,18.8
2.686,36.96,9.113,38.06,13.9
2.703,37.67,5.769,38.11,8.7
2.719,38.10,2.355,38.18,3.5
2.736,38.21,-1.126,38.23,-1.7
2.753,38.01,-4.602,38.29,-6.9
2.769,37.51,-7.963,38.34,-12.0
2.786,36.74,-11.31,38.44,-17.1
2.803,35.71,-14.51,38.55,-22.1
2.819,34.48,-17.45,38.64,-26.8
2.836,33.06,-20.22,38.76,-31.5
2.853,31.53,-22.74,38.88,-35.8
2.870,29.96,-24.98,39.01,-39.8
2.886,28.34,-26.97,39.12,-43.6
2.903,26.75,-28.68,39.22,-47.0
2.920,25.26,-30.13,39.32,-50.0
2.936,23.85,-31.36,39.40,-52.7
2.953,22.60,-32.37,39.48,-55.1
2.970,21.51,-33.17,39.54,-57.0
2.986,20.62,-33.76,39.56,-58.6
3.003,19.96,-34.19,39.59,-59.7
3.020,19.51,-34.47,39.61,-60.5
3.036,19.30,-34.60,39.62,-60.8
3.053,19.32,-34.57,39.60,-60.8
3.070,19.59,-34.40,39.59,-60.3
3.086,20.81,-33.59,39.52,-58.2
3.103,20.81,-33.59,39.51,-58.2
3.120,21.75,-32.94,39.47,-56.6
3.136,22.89,-32.06,39.40,-54.5
3.153,24.22,-30.98,39.32,-52.0
3.170,25.65,-29.68,39.23,-49.2
3.187,27.22,-28.11,39.12,-45.9
3.203,28.84,-26.27,39.01,-42.3
3.220,30.47,-24.18,38.90,-38.4
3.237,32.06,-21.82,38.78,-34.2
3.253,33.56,-19.16,38.65,-29.7
3.270,34.92,-16.34,38.55,-25.1
3.287,36.10,-13.21,38.44,-20.1
3.303,37.02,-10.02,38.35,-15.1
3.320,37.70,-6.650,38.28,-10.0
3.337,38.09,-3.176,38.22,-4.8
3.353,38.18,0.251,38.18,0.4
3.370,37.96,3.637,38.13,5.5
3.387,37.44,6.953,38.08,10.5
3.403,36.67,10.12,38.04,15.4
3.420,35.67,13.11,38.00,20.2
3.437,34.48,15.96,37.99,24.8
3.453,33.12,18.56,37.97,29.3
3.470,31.67,20.89,37.94,33.4
3.487,30.16,23.00,37.92,37.3
3.503,28.62,24.84,37.90,41.0
3.520,27.10,26.46,37.88,44.3
3.537,25.65,27.85,37.86,47.4
3.554,24.29,29.00,37.83,50.1
3.570,23.07,29.95,37.80,52.4
3.587,22.00,30.71,37.78,54.4
3.604,21.10,31.30,37.75,56.0
3.620,20.41,31.73,37.73,57.3
3.637,19.93,32.04,37.73,58.1
3.654,19.65,32.21,37.73,58.6
3.670,19.59,32.24,37.72,58.7
3.687,19.76,32.15,37.74,58.4
3.704,20.15,31.92,37.75,57.7
3.720,20.76,31.55,37.77,56.7
3.737,21.56,31.02,37.78,55.2
3.754,22.55,30.33,37.80,53.4
3.770,23.73,29.44,37.81,51.1
3.787,25.05,28.36,37.83,48.5
3.804,26.49,27.07,37.87,45.6
3.820,28.01,25.54,37.90,42.4
3.837,29.58,23.75,37.93,38.8
3.854,31.13,21.75,37.97,34.9
3.871,32.64,19.45,38.00,30.8
3.887,34.05,16.91,38.02,26.4
3.904,35.30,14.14,38.03,21.8
3.921,36.39,11.21,38.07,17.1
3.937,37.25,8.032,38.11,12.2
3.954,37.86,4.777,38.16,7.2
3.971,38.18,1.395,38.20,2.1
3.987,38.20,-2.021,38.25,-3.0
4.004,37.93,-5.398,38.31,-8.1
4.021,37.37,-8.707,38.37,-13.1
4.037,36.55,-11.98,38.46,-18.1
4.054,35.52,-14.98,38.54,-22.9
4.071,34.28,-17.88,38.66,-27.5
4.087,32.90,-20.51,38.77,-31.9
4.104,31.41,-22.90,38.87,-36.1
4.121,29.89,-25.05,39.00,-40.0
4.137,28.36,-26.93,39.11,-43.5
4.154,26.85,-28.57,39.21,-46.8
4.171,25.43,-29.96,39.29,-49.7
4.188,24.12,-31.11,39.37,-52.2
4.204,22.95,-32.04,39.42,-54.4
4.221,21.98,-32.80,39.48,-56.2
4.238,21.20,-33.33,39.50,-57.5
4.254,20.64,-33.71,39.53,-58.5
4.271,20.29,-33.93,39.53,-59.1
4.288,20.17,-33.98,39.51,-59.3
4.304,20.27,-33.90,39.50,-59.1
4.321,20.60,-33.68,39.48,-58.5
4.338,21.17,-33.29,39.45,-57.5
4.354,21.95,-32.72,39.40,-56.1
4.371,22.93,-31.98,39.35,-54.4
4.388,24.08,-31.03,39.27,-52.2
4.404,25.38,-29.85,39.18,-49.6
4.421,26.82,-28.46,39.11,-46.7
4.438,28.33,-26.80,39.00,-43.4
4.454,29.89,-24.87,38.89,-39.8
4.471,31.43,-22.71,38.77,-35.8
4.488,32.91,-20.29,38.66,-31.7
4.505,34.31,-17.56,38.54,-27.1
4.521,35.54,-14.68,38.45,-22.4
4.538,36.54,-11.64,38.35,-17.7
4.555,37.34,-8.416,38.28,-12.7
4.571,37.89,-5.059,38.22,-7.6
4.588,38.15,-1.689,38.18,-2.5
4.605,38.11,1.657,38.14,2.5
4.621,37.78,4.943,38.10,7.5
4.638,37.19,8.107,38.07,12.3
4.655,36.37,11.17,38.05,17.1
4.671,35.32,14.07,38.02,21.7
4.688,34.12,16.75,38.01,26.2
4.705,32.78,19.19,37.99,30.3
4.721,31.35,21.45,37.99,34.4
4.738,29.87,23.43,37.96,38.1
4.755,28.39,25.17,37.94,41.6
4.771,26.94,26.68,37.91,44.7
4.788,25.59,27.97,37.90,47.5
4.805,24.32,29.04,37.88,50.1
4.821,23.20,29.93,37.87,52.2
4.838,22.25,30.64,37.87,54.0
4.855,21.48,31.18,37.86,55.4
4.872,20.88,31.56,37.84,56.5
4.888,20.52,31.81,37.86,57.2
4.905,20.35,31.92,37.86,57.5
4.922,20.39,31.91,37.87,57.4
4.938,20.66,31.75,37.88,56.9
4.955,21.13,31.44,37.88,56.1
4.972,21.81,30.99,37.89,54.9
4.988,22.68,30.38,37.91,53.2
5.005,23.74,29.58,37.93,51.3
5.022,24.95,28.60,37.95,48.9
5.038,26.28,27.41,37.97,46.2
5.055,27.72,26.00,38.00,43.2
5.072,29.22,24.33,38.02,39.8
5.088,30.72,22.41,38.03,36.1
5.105,32.21,20.28,38.06,32.2
5.122,33.63,17.86,38.08,28.0
5.138,34.90,15.26,38.09,23.6
5.155,36.02,12.44,38.11,19.0
5.172,36.95,9.391,38.12,14.3
5.189,37.64,6.227,38.15,9.4
5.205,38.04,2.835,38.14,4.3
5.222,38.30,-0.280,38.30,-0.4
5.239,38.06,-3.705,38.24,-5.6
5.255,37.62,-6.894,38.25,-10.4
5.272,36.88,-10.20,38.27,-15.5
5.289,36.03,-13.24,38.38,-20.2
5.305,34.90,-16.06,38.42,-24.7
5.322,33.69,-18.97,38.66,-29.4
5.339,32.28,-21.45,38.76,-33.6
5.355,30.87,-23.70,38.92,-37.5
5.372,29.28,-25.76,39.00,-41.3
5.389,27.78,-27.40,39.02,-44.6
5.405,26.47,-28.81,39.12,-47.4
5.422,25.15,-30.12,39.24,-50.1
5.439,24.08,-31.01,39.26,-52.2
5.455,23.00,-31.86,39.29,-54.2
5.472,22.25,-32.47,39.36,-55.6
5.489,21.57,-33.07,39.48,-56.9
5.505,21.14,-33.30,39.44,-57.6
5.522,20.93,-33.40,39.42,-57.9
5.539,20.97,-33.26,39.32,-57.8
5.556,21.20,-33.22,39.41,-57.4
5.572,21.68,-32.84,39.35,-56.6
5.589,22.36,-32.32,39.30,-55.3
5.606,23.25,-31.59,39.22,-53.6
5.622,24.31,-30.72,39.18,-51.6
5.639,25.55,-29.50,39.02,-49.1
5.656,26.88,-28.19,38.96,-46.4
5.672,28.31,-26.63,38.87,-43.2
5.689,29.78,-24.79,38.75,-39.8
5.706,31.25,-22.72,38.64,-36.0
5.722,32.67,-20.46,38.55,-32.1
5.739,34.02,-17.84,38.42,-27.7
5.756,35.24,-15.07,38.33,-23.2
5.772,36.25,-12.27,38.27,-18.7
5.789,37.08,-9.114,38.18,-13.8
5.806,37.61,-6.396,38.15,-9.7
5.822,37.93,-3.346,38.08,-5.0
5.839,38.03,-7.203E-2,38.03,-0.1
5.856,37.83,3.046,37.95,4.6
5.873,37.39,6.270,37.92,9.5
5.889,36.72,9.354,37.89,14.3
5.906,35.82,12.33,37.88,19.0
5.923,34.73,15.09,37.87,23.5
5.939,33.50,17.68,37.88,27.8
5.956,32.18,20.07,37.93,32.0
5.973,30.77,22.20,37.95,35.8
5.989,29.36,24.11,37.99,39.4
6.006,27.95,25.76,38.01,42.7
6.023,26.60,27.25,38.08,45.7
6.039,25.35,28.47,38.12,48.3
6.056,24.20,29.47,38.13,50.6
6.073,23.20,30.29,38.16,52.6
6.089,22.39,31.01,38.25,54.2
6.106,21.74,31.45,38.23,55.3
6.123,21.30,31.81,38.29,56.2
6.139,21.08,32.02,38.34,56.6
6.156,21.07,32.07,38.37,56.7
6.173,21.26,31.88,38.32,56.3
6.190,21.68,31.58,38.30,55.5
6.206,22.30,31.14,38.30,54.4
6.223,23.10,30.46,38.23,52.8
6.240,24.09,29.67,38.22,50.9
6.256,25.23,28.68,38.20,48.7
6.273,26.51,27.44,38.16,46.0
6.290,27.87,26.00,38.11,43.0
6.306,29.29,24.30,38.06,39.7
6.323,30.75,22.42,38.06,36.1
6.340,32.18,20.26,38.03,32.2
6.356,33.55,17.86,38.01,28.0
6.373,34.81,15.25,38.00,23.7
6.390,35.92,12.44,38.01,19.1
6.406,36.82,9.456,38.01,14.4
6.423,37.50,6.327,38.03,9.6
6.440,37.94,3.079,38.07,4.6
6.456,38.13,-2.402E-2,38.13,-0.0
6.473,38.03,-3.310,38.18,-5.0
6.490,37.71,-6.364,38.24,-9.6
6.506,37.14,-9.443,38.32,-14.3
6.523,36.40,-12.16,38.37,-18.5
6.540,35.45,-14.78,38.40,-22.6
6.557,34.29,-17.46,38.47,-27.0
6.573,32.98,-20.04,38.59,-31.3
6.590,31.62,-22.29,38.69,-35.2
6.607,30.21,-24.34,38.79,-38.9
6.623,28.81,-26.03,38.83,-42.1
6.640,27.44,-27.61,38.93,-45.2
6.657,26.15,-28.99,39.04,-48.0
6.673,24.99,-30.06,39.09,-50.3
6.690,23.93,-31.03,39.19,-52.4
6.707,23.08,-31.71,39.22,-54.0
6.723,22.40,-32.30,39.31,-55.3
6.740,21.93,-32.67,39.35,-56.1
6.757,21.77,-32.42,39.05,-56.1
6.773,21.74,-32.46,39.07,-56.2
6.790,21.94,-32.31,39.05,-55.8
6.807,22.35,-31.97,39.01,-55.0
6.823,22.94,-31.69,39.12,-54.1
6.840,23.77,-30.88,38.97,-52.4
6.857,24.77,-29.99,38.89,-50.4
6.874,25.93,-28.91,38.83,-48.1
6.890,27.18,-27.61,38.74,-45.4
6.907,28.55,-26.07,38.66,-42.4
6.924,29.94,-24.38,38.61,-39.1
6.940,31.36,-22.37,38.51,-35.5
6.957,32.72,-20.14,38.42,-31.6
6.974,34.03,-17.65,38.33,-27.4
6.990,35.19,-15.07,38.28,-23.2
7.007,36.19,-12.29,38.22,-18.8
7.024,36.98,-9.472,38.17,-14.4
7.040,37.61,-6.226,38.12,-9.4
7.057,37.92,-3.513,38.08,-5.3
7.074,38.03,-0.468,38.03,-0.7
7.090,37.88,2.579,37.97,3.9
7.107,37.51,5.713,37.94,8.7
7.124,36.90,8.851,37.95,13.5
7.140,36.08,11.73,37.94,18.0
7.157,35.06,14.56,37.97,22.5
7.174,33.89,17.06,37.95,26.7
7.191,32.62,19.46,37.98,30.8
7.207,31.29,21.68,38.06,34.7
7.224,29.92,23.62,38.12,38.3
7.241,28.56,25.31,38.16,41.5
7.257,27.26,26.79,38.22,44.5
7.274,26.00,28.04,38.24,47.2
7.291,24.87,29.15,38.32,49.5
